C:\Users\koosh\Dino\src\Tests\Contract\DINOForge.Tests.Contract.csproj		
C:\Users\koosh\Dino\src\Tests\GameLaunch\DINOForge.Tests.GameLaunch.csproj	Microsoft.NET.Test.Sdk	17.*
C:\Users\koosh\Dino\src\Tests\GameLaunch\DINOForge.Tests.GameLaunch.csproj	xunit	2.*
C:\Users\koosh\Dino\src\Tests\GameLaunch\DINOForge.Tests.GameLaunch.csproj	Xunit.SkippableFact	1.4.*
C:\Users\koosh\Dino\src\Tests\GameLaunch\DINOForge.Tests.GameLaunch.csproj	xunit.runner.visualstudio	2.*
C:\Users\koosh\Dino\src\Tests\GameLaunch\DINOForge.Tests.GameLaunch.csproj	FluentAssertions	6.*
C:\Users\koosh\Dino\src\Tests\GameLaunch\DINOForge.Tests.GameLaunch.csproj		
C:\Users\koosh\Dino\src\Tests\GameLaunch\DINOForge.Tests.GameLaunch.csproj		
C:\Users\koosh\Dino\src\Tests\Integration\DINOForge.Tests.Integration.csproj	Microsoft.NET.Test.Sdk	17.*
C:\Users\koosh\Dino\src\Tests\Integration\DINOForge.Tests.Integration.csproj	xunit	2.*
C:\Users\koosh\Dino\src\Tests\Integration\DINOForge.Tests.Integration.csproj	xunit.runner.visualstudio	2.*
C:\Users\koosh\Dino\src\Tests\Integration\DINOForge.Tests.Integration.csproj	FluentAssertions	6.*
C:\Users\koosh\Dino\src\Tests\Integration\DINOForge.Tests.Integration.csproj	Xunit.SkippableFact	1.4.*
C:\Users\koosh\Dino\src\Tests\Integration\DINOForge.Tests.Integration.csproj		
C:\Users\koosh\Dino\src\Tests\Integration\DINOForge.Tests.Integration.csproj		
C:\Users\koosh\Dino\src\Tests\Integration\DINOForge.Tests.Integration.csproj		
C:\Users\koosh\Dino\src\Tests\Integration\DINOForge.Tests.Integration.csproj		
C:\Users\koosh\Dino\src\Tests\Load\DINOForge.Tests.Load.csproj	Microsoft.NET.Test.Sdk	17.*
C:\Users\koosh\Dino\src\Tests\Load\DINOForge.Tests.Load.csproj	xunit	2.*
C:\Users\koosh\Dino\src\Tests\Load\DINOForge.Tests.Load.csproj	xunit.runner.visualstudio	2.*
C:\Users\koosh\Dino\src\Tests\Load\DINOForge.Tests.Load.csproj	FluentAssertions	6.*
C:\Users\koosh\Dino\src\Tests\Load\DINOForge.Tests.Load.csproj	Newtonsoft.Json	13.*
C:\Users\koosh\Dino\src\Tests\Load\DINOForge.Tests.Load.csproj		
C:\Users\koosh\Dino\src\Tests\Perf\DINOForge.Tests.Perf.csproj	BenchmarkDotNet	0.13.12
C:\Users\koosh\Dino\src\Tests\Perf\DINOForge.Tests.Perf.csproj		
C:\Users\koosh\Dino\src\Tests\Sketchfab\DINOForge.Tests.Sketchfab.csproj	Microsoft.NET.Test.Sdk	17.*
C:\Users\koosh\Dino\src\Tests\Sketchfab\DINOForge.Tests.Sketchfab.csproj	xunit	2.*
C:\Users\koosh\Dino\src\Tests\Sketchfab\DINOForge.Tests.Sketchfab.csproj	xunit.runner.visualstudio	2.*
C:\Users\koosh\Dino\src\Tests\Sketchfab\DINOForge.Tests.Sketchfab.csproj	FluentAssertions	6.*
C:\Users\koosh\Dino\src\Tests\Sketchfab\DINOForge.Tests.Sketchfab.csproj		
C:\Users\koosh\Dino\src\Tests\UiAutomation\DINOForge.Tests.UiAutomation.csproj	Microsoft.NET.Test.Sdk	17.*
C:\Users\koosh\Dino\src\Tests\UiAutomation\DINOForge.Tests.UiAutomation.csproj	xunit	2.*
C:\Users\koosh\Dino\src\Tests\UiAutomation\DINOForge.Tests.UiAutomation.csproj	xunit.runner.visualstudio	2.*
C:\Users\koosh\Dino\src\Tests\UiAutomation\DINOForge.Tests.UiAutomation.csproj	FluentAssertions	6.*
C:\Users\koosh\Dino\src\Tests\UiAutomation\DINOForge.Tests.UiAutomation.csproj	FlaUI.Core	4.*
C:\Users\koosh\Dino\src\Tests\UiAutomation\DINOForge.Tests.UiAutomation.csproj	FlaUI.UIA3	4.*
C:\Users\koosh\Dino\src\Tools\Cli\DINOForge.Tools.Cli.csproj		
C:\Users\koosh\Dino\src\Tools\Cli\DINOForge.Tools.Cli.csproj	System.CommandLine	2.*
C:\Users\koosh\Dino\src\Tools\Cli\DINOForge.Tools.Cli.csproj	Spectre.Console	0.*
C:\Users\koosh\Dino\src\Tools\Cli\DINOForge.Tools.Cli.csproj	Microsoft.Extensions.Configuration	8.*
C:\Users\koosh\Dino\src\Tools\Cli\DINOForge.Tools.Cli.csproj	Microsoft.Extensions.Configuration.Json	8.*
C:\Users\koosh\Dino\src\Tools\Cli\DINOForge.Tools.Cli.csproj	Microsoft.Extensions.Configuration.EnvironmentVariables	8.*
